İlanNo,SonGuncellemeTarihi,Ilce,KonutTipi,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
137549-897,15/03/2024,Merkezefendi,Daire,2 + 1,70,65,2,8,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,1650000,Kat Mülkiyeti,
140093-546,07/03/2024,Merkezefendi,Daire,3 + 1,150,140,2,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2499000,Kat Mülkiyeti,"Kuzey, Batı"
129683-471,12/05/2024,Merkezefendi,Daire,3 + 1,150,145,1,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000,,
137436-338,06/05/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat Mülkiyeti,
121464-953,02/04/2024,Merkezefendi,Daire,3 + 1,150,140,3,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4050000,,
99579-1497,16/03/2024,Merkezefendi,Daire,3 + 1,210,170,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5500000,Kat İrtifakı,Güney
135972-158,27/04/2024,Merkezefendi,Daire,3 + 1,155,145,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
135046-2078,29/04/2024,Merkezefendi,Daire,2 + 1,120,110,0,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2100000,,
91390-1437,25/03/2024,Merkezefendi,Daire,2 + 1,69,63,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat Mülkiyeti,Batı
121853-855,19/02/2024,Merkezefendi,Daire,3 + 1,165,160,2,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat İrtifakı,
139845-1095,07/05/2024,Merkezefendi,Daire,3 + 1,150,140,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3150000,,"Kuzey, Güney, Doğu, Batı"
102131-31974,15/05/2024,Merkezefendi,Daire,3 + 1,160,155,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
136300-234,05/04/2024,Merkezefendi,Daire,2 + 1,70,60,2,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1390000,Kat Mülkiyeti,
137549-893,15/03/2024,Merkezefendi,Daire,2 + 1,90,80,2,1,Yerden Isıtma,2,Uygun,Eşyalı,1,İkinci El,Evet,1850000,Kat Mülkiyeti,
140093-536,01/03/2024,Merkezefendi,Daire,3 + 1,160,150,1,4,Yerden Isıtma,2,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,3499000,,
129683-456,09/05/2024,Merkezefendi,Daire,3 + 1,145,130,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3750000,,
137304-109,15/05/2024,Merkezefendi,Daire,2 + 1,125,110,1,20,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000,Kat Mülkiyeti,Güney
137436-297,24/04/2024,Merkezefendi,Daire,3 + 1,150,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat Mülkiyeti,
99579-1665,02/04/2024,Merkezefendi,Daire,1 + 1,45,35,4,6,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,1099000,Kat İrtifakı,Batı
69820-914,07/05/2024,Merkezefendi,Daire,3 + 1,150,45,1,0,Kombi,4,Uygun değil,Bilinmiyor,1,Sıfır,Hayır,3200000,,"Kuzey, Güney, Doğu, Batı"
135046-2071,27/04/2024,Merkezefendi,Daire,3 + 1,150,140,2,0,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2000000,,
91390-1403,25/03/2024,Merkezefendi,Daire,2 + 1,69,63,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000,Kat Mülkiyeti,"Güney, Batı"
121464-937,23/04/2024,Merkezefendi,Daire,3 + 1,165,150,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,4000000,,
139845-1084,27/04/2024,Merkezefendi,Daire,2 + 1,130,120,2,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,2700000,,"Kuzey, Güney, Doğu, Batı"
102131-31973,15/05/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,Kat Mülkiyeti,Güney
118042-595,04/04/2024,Merkezefendi,Daire,4 + 1,180,120,2,0,Yerden Isıtma,4,Uygun,Eşyalı,2,Sıfır,Evet,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137549-889,14/03/2024,Merkezefendi,Daire,3 + 1,145,135,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3350000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-480,26/04/2024,Merkezefendi,Daire,3 + 1,135,125,2,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1999000,,
129683-438,09/05/2024,Merkezefendi,Daire,4 + 1,240,200,4,16,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Hayır,7500000,,
121853-1014,21/03/2024,Merkezefendi,Daire,3 + 1,160,155,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3500000,,
99579-1599,15/03/2024,Merkezefendi,Daire,3 + 1,137,125,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3900000,Kat Mülkiyeti,
135046-2050,18/04/2024,Merkezefendi,Daire,3 + 1,150,145,2,5,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2550000,,
121464-925,05/03/2024,Merkezefendi,Daire,3 + 1,160,150,2,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3500000,,
137304-37,15/05/2024,Merkezefendi,Daire,2 + 1,145,135,4,15,Soba,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1950000,Kat İrtifakı,Doğu
139845-1069,03/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2350000,,
102131-31972,15/05/2024,Merkezefendi,Daire,2 + 1,120,110,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2350000,Kat Mülkiyeti,Güney
137549-888,14/03/2024,Merkezefendi,Daire,2 + 1,115,100,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550000,,"Kuzey, Güney, Doğu, Batı"
129683-437,09/05/2024,Merkezefendi,Daire,2 + 1,70,60,4,8,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1280000,,
140093-465,01/04/2024,Merkezefendi,Daire,3 + 1,155,150,0,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3300000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
69820-967,07/05/2024,Merkezefendi,Daire,1 + 1,80,59,2,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1149000,Kat Mülkiyeti,
135046-2048,18/04/2024,Merkezefendi,Daire,3 + 1,150,145,2,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1850000,,
139845-1059,02/04/2024,Merkezefendi,Daire,3 + 1,120,110,0,2,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2000000,,
102131-31970,15/05/2024,Merkezefendi,Daire,3 + 1,170,160,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137549-877,09/03/2024,Merkezefendi,Daire,2 + 1,115,110,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2230000,Kat İrtifakı,
140093-464,27/04/2024,Merkezefendi,Daire,2 + 1,60,50,4,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1280000,Kat İrtifakı,
129683-424,09/05/2024,Merkezefendi,Daire,1 + 1,70,65,2,0,Yerden Isıtma,4,Uygun,Bilinmiyor,1,Sıfır,Bilinmiyor,2500000,,
69820-955,07/05/2024,Merkezefendi,Daire,4 + 1,220,200,2,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,2,Sıfır,Evet,6500000,Kat Mülkiyeti,
121464-919,05/03/2024,Merkezefendi,Daire,3 + 1,165,155,2,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4000000,,
121853-1352,06/05/2024,Merkezefendi,Daire,2 + 1,120,115,2,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2500000,Kat İrtifakı,
135046-2047,18/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1775000,,
91390-1011,25/03/2024,Merkezefendi,Daire,3 + 1,175,160,3,23,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3250000,Kat Mülkiyeti,
139845-537,21/03/2024,Merkezefendi,Daire,3 + 1,150,140,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000,,
135972-135,22/03/2024,Merkezefendi,Daire,2 + 1,115,95,0,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
102131-31969,15/05/2024,Merkezefendi,Daire,2 + 1,120,115,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,4500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137549-868,07/03/2024,Merkezefendi,Daire,3 + 1,150,140,5,32,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1399000,,
138220-555,18/04/2024,Merkezefendi,Daire,3 + 1,135,130,0,2,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2850000,Kat İrtifakı,"Doğu, Batı"
140093-462,28/03/2024,Merkezefendi,Daire,2 + 1,120,105,0,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2625000,Kat İrtifakı,
135046-2046,17/04/2024,Merkezefendi,Daire,2 + 2,120,110,2,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000,,
121464-966,12/03/2024,Merkezefendi,Daire,2 + 1,120,110,0,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2800000,,
121853-1259,27/03/2024,Merkezefendi,Daire,3 + 1,145,140,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3600000,,
102131-31968,15/05/2024,Merkezefendi,Daire,2 + 1,130,125,1,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137304-219,15/05/2024,Merkezefendi,Daire,2 + 1,100,80,1,25,Soba,2,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,2000000,,Güney
137549-865,05/03/2024,Merkezefendi,Daire,4 + 1,200,180,2,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5250000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
138220-551,02/03/2024,Merkezefendi,Daire,3 + 1,150,145,6,30,Merkezi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2299000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-460,29/04/2024,Merkezefendi,Daire,3 + 1,140,125,2,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1950000,Kat İrtifakı,
129683-175,15/05/2024,Merkezefendi,Daire,3 + 1,180,150,5,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Hayır,6400000,,
139845-1131,25/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000,,"Kuzey, Güney, Doğu, Batı"
135046-2016,03/05/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,,
121464-938,23/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1800000,,
91390-1363,16/02/2024,Merkezefendi,Daire,2 + 1,120,100,3,31,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1390000,Kat İrtifakı,"Güney, Batı"
102131-31967,15/05/2024,Merkezefendi,Daire,3 + 1,150,145,3,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000,Kat Mülkiyeti,Güney
134094-518,04/03/2024,Merkezefendi,Daire,1 + 1,50,49,2,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Bilinmiyor,1490000,,
142596-47,01/03/2024,Merkezefendi,Daire,3 + 1,155,145,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2550999,Kat İrtifakı,"Kuzey, Güney"
138220-534,20/02/2024,Merkezefendi,Daire,3 + 1,150,140,2,5,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3499000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
137549-849,20/02/2024,Merkezefendi,Daire,3 + 1,150,140,2,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3200000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-442,21/03/2024,Merkezefendi,Daire,2 + 1,108,100,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1799000,Kat İrtifakı,
129683-132,09/05/2024,Merkezefendi,Daire,3 + 1,260,240,5,9,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5000000,,
139845-634,06/04/2024,Merkezefendi,Daire,3 + 1,150,140,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2650000,,
135972-120,12/03/2024,Merkezefendi,Daire,3 + 1,160,150,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3350000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
135046-2012,16/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000,,
121464-900,29/04/2024,Merkezefendi,Daire,2 + 1,105,100,1,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2300000,,
102131-31966,15/05/2024,Merkezefendi,Daire,4 + 1,180,170,4,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,Kat Mülkiyeti,Güney
137549-848,19/02/2024,Merkezefendi,Daire,2 + 1,120,110,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2590000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
140093-414,20/03/2024,Merkezefendi,Daire,3 + 1,175,160,3,11,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,3750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu"
138220-306,18/04/2024,Merkezefendi,Daire,2 + 1,110,100,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
129683-118,09/05/2024,Merkezefendi,Daire,3 + 1,180,160,1,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3050000,,
121853-1441,04/03/2024,Merkezefendi,Daire,3 + 1,140,130,4,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2100000,Kat Mülkiyeti,
135972-70,16/03/2024,Merkezefendi,Daire,3 + 1,155,145,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2800000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
102131-31965,15/05/2024,Merkezefendi,Daire,3 + 1,140,135,0,14,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat Mülkiyeti,"Güney, Doğu"
137549-846,20/03/2024,Merkezefendi,Daire,3 + 1,140,130,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000,,
140093-402,14/05/2024,Merkezefendi,Daire,3 + 1,125,120,0,25,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1750000,Kat Mülkiyeti,
138220-261,30/03/2024,Merkezefendi,Daire,3 + 1,150,140,5,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1849000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
69820-922,07/05/2024,Merkezefendi,Daire,3 + 1,140,125,2,0,Yerden Isıtma,3,Uygun değil,Eşyalı Değil,1,Sıfır,Hayır,2500000,,
137436-265,07/05/2024,Merkezefendi,Daire,3 + 1,160,150,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4200000,Kat Mülkiyeti,
121464-894,02/04/2024,Merkezefendi,Daire,2 + 1,120,110,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2700000,,
139845-1133,17/04/2024,Merkezefendi,Daire,2 + 1,120,110,2,0,Kombi,4,Uygun,Bilinmiyor,1,Sıfır,Evet,2700000,,"Kuzey, Güney, Doğu, Batı"
121853-1431,06/05/2024,Merkezefendi,Daire,2 + 1,100,95,1,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,Kat İrtifakı,
129683-392,15/05/2024,Merkezefendi,Daire,3 + 1,150,135,1,0,Yerden Isıtma,4,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,4100000,,
102131-31964,15/05/2024,Merkezefendi,Daire,2 + 1,130,125,1,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3250000,Kat Mülkiyeti,"Güney, Doğu"
137549-828,16/02/2024,Merkezefendi,Daire,2 + 1,60,55,1,9,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1390000,Kat Mülkiyeti,
140093-387,16/04/2024,Merkezefendi,Daire,4 + 1,185,170,4,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,3400000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
142596-52,01/03/2024,Merkezefendi,Daire,3 + 1,160,150,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,4200000,,
91390-1466,22/04/2024,Merkezefendi,Daire,3 + 1,185,165,2,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
135972-110,16/03/2024,Merkezefendi,Daire,3 + 1,115,100,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
121464-960,26/02/2024,Merkezefendi,Daire,2 + 1,125,115,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2650000,,
139845-1038,29/04/2024,Merkezefendi,Daire,2 + 1,100,90,0,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1375000,,"Kuzey, Güney, Doğu, Batı"
102131-31963,15/05/2024,Merkezefendi,Daire,2 + 1,120,110,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2550000,Kat Mülkiyeti,Güney
137549-826,16/02/2024,Merkezefendi,Daire,2 + 1,65,60,1,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Hayır,1750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-378,11/05/2024,Merkezefendi,Daire,3 + 1,165,160,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
121464-967,12/03/2024,Merkezefendi,Daire,3 + 1,160,150,4,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3750000,,
102131-31962,15/05/2024,Merkezefendi,Daire,3 + 1,170,165,2,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,6750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
134506-291,17/04/2024,Merkezefendi,Daire,3 + 4,165,155,2,13,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
137549-821,21/02/2024,Merkezefendi,Daire,2 + 1,65,55,2,0,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1775000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
140093-314,11/03/2024,Merkezefendi,Daire,2 + 1,130,110,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3300000,Kat İrtifakı,"Kuzey, Güney, Batı"
135972-62,19/02/2024,Merkezefendi,Daire,2 + 1,115,95,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
121464-961,26/02/2024,Merkezefendi,Daire,2 + 1,125,115,2,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,2500000,,
135046-2037,15/04/2024,Merkezefendi,Daire,2 + 1,140,135,4,20,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1880000,,
102131-31961,15/05/2024,Merkezefendi,Daire,4 + 1,220,200,4,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,7000000,Kat Mülkiyeti,Güney
140093-313,11/03/2024,Merkezefendi,Daire,3 + 1,150,135,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4150000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
137549-390,05/03/2024,Merkezefendi,Daire,1 + 1,52,45,3,1,Kombi,3,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,1299000,,
137436-249,06/05/2024,Merkezefendi,Daire,2 + 1,115,110,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,
135972-102,15/03/2024,Merkezefendi,Daire,2 + 1,115,100,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
135046-2033,08/04/2024,Merkezefendi,Daire,2 + 1,120,110,0,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2100000,,
102131-31960,15/05/2024,Merkezefendi,Daire,2 + 1,120,110,1,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-312,29/04/2024,Merkezefendi,Daire,3 + 1,160,140,0,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3900000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
137436-248,06/05/2024,Merkezefendi,Daire,2 + 1,100,90,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,
135046-2032,08/04/2024,Merkezefendi,Daire,2 + 1,120,110,0,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2200000,,
102131-31959,15/05/2024,Merkezefendi,Daire,2 + 1,110,100,3,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-311,29/04/2024,Merkezefendi,Daire,3 + 1,185,165,1,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
135972-134,22/03/2024,Merkezefendi,Daire,3 + 1,140,135,2,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
139845-1049,02/04/2024,Merkezefendi,Daire,2 + 1,120,110,3,25,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,1220000,,
138220-554,05/03/2024,Merkezefendi,Daire,2 + 1,115,105,0,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1549000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
137436-245,06/05/2024,Merkezefendi,Daire,3 + 1,150,140,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3000000,Kat Mülkiyeti,
135046-2027,16/04/2024,Merkezefendi,Daire,3 + 1,160,150,3,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2400000,,
102131-31958,15/05/2024,Merkezefendi,Daire,3 + 1,190,180,2,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,6500000,Kat Mülkiyeti,Güney
140093-280,01/04/2024,Merkezefendi,Daire,3 + 1,140,135,2,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,3350000,Kat İrtifakı,
137549-152,18/02/2024,Merkezefendi,Daire,3 + 1,165,155,1,4,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,3125000,Kat İrtifakı,
139845-1028,02/04/2024,Merkezefendi,Daire,2 + 1,120,110,0,4,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2100000,,
129683-131,09/05/2024,Merkezefendi,Daire,3 + 1,140,135,3,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2900000,,
137436-244,06/05/2024,Merkezefendi,Daire,3 + 1,155,150,2,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat Mülkiyeti,
135046-2022,08/04/2024,Merkezefendi,Daire,2 + 1,120,110,0,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2250000,,
102131-31957,15/05/2024,Merkezefendi,Daire,3 + 1,170,160,4,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
140093-256,21/02/2024,Merkezefendi,Daire,3 + 1,170,150,0,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3799000,Kat İrtifakı,"Kuzey, Güney, Doğu"
137549-9,07/03/2024,Merkezefendi,Daire,2 + 1,130,120,0,9,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1700000,,
139845-1013,29/02/2024,Merkezefendi,Daire,4 + 1,140,135,0,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1720000,,
137436-240,06/05/2024,Merkezefendi,Daire,3 + 1,165,150,2,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5100000,Kat Mülkiyeti,
